ProductID,Product Name,Product Description,Cost Price,Selling Price,Eat Out Price,Popup Notes,Tax Percentage,Eat Out Tax Percentage,Category Name,Brand Name,Measurement Scheme,Unit Of Sale,Volume Of Sale,Unit Of Purchase, Volume Of Purchase,Barcode,Supplier,OrderCode,RRP,Product Type,Article Code,Tare Weight,Button Colour,Multiple Choice Note Name,Till Order,SKU,Sell On Till,Sell On Web, Is Variable Price, Is Tax Exempt Eligible, Is Excluded From Loyalty Points Gain, Additional Suppliers,Delete Product, Product Tags
3586237,Lead Headed Nail x10,Lead Headed Nail pack of 10,0.75900,0.25000,1.10000,,20.0000,20.0000,PLANT SUPPORTS,RAINBOW,,,,,,5011103021156,DO NOT RESTOCK,,0.00000,Standard,,,,,23,,y,n,n,n,n,,n,
3586238,Mesh Supports x6,Mesh Supports pack of 6,0.75900,0.25000,1.10000,,20.0000,20.0000,PLANT SUPPORTS,RAINBOW,,,,,,5011103021163,DO NOT RESTOCK,,0.00000,Standard,,,,,20,,y,n,n,n,n,,n,
3586239,Nail -On Wall Ties x10,Nail -On Wall Ties pack of 10,0.75900,0.25000,1.10000,,20.0000,20.0000,EX PLANT TIES ETC,RAINBOW,,,,,,5011103021316,DO NOT RESTOCK,,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3586241,Rectangular Kneeling Mat,Rectangular Kneeling Mat 40cm x 20cm,1.39000,2.15000,0.00000,,20.0000,20.0000,OTHER TOOLS,GARLAND,,,,,,5031670506504,Garland Products Ltd.,W0650,3.85000,Standard,,,,,35,,y,n,n,n,n,,n,
3586242,Hand Fork Rolcut,Hand Fork Rolcut,2.03400,3.15000,2.95000,,20.0000,20.0000,FORKS & SPADES,FISKARS,,,,,,5010624432991,DO NOT RESTOCK,,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3586243,Rolson Leaf Collectors Pair,Rolson Leaf Collectors Pair,2.24100,3.45000,3.25000,,20.0000,20.0000,OTHER TOOLS,,,,,,,5029594825061,,82506,0.00000,Standard,,,,,25,,y,n,n,n,n,,n,
3586244,Hand Fork Rolson Stainless,Hand Fork Rolson 82611 Stainless Steel Ash Handle,2.93100,4.50000,4.25000,,20.0000,20.0000,FORKS & SPADES,ROLSON,,,,,,5029594826112,DO NOT RESTOCK,,5.06000,Standard,,,,,,,n,n,n,n,n,,n,
3586245,Rose & Shrub Ties 30cm x4,Rose & Shrub Ties 30cm pack of 4,0.86200,0.25000,0.00000,,20.0000,20.0000,EX PLANT TIES ETC,RAINBOW,,,,,,5011103021019,DO NOT RESTOCK,TT101,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3586246,S&J 22 inch Bypass Lopper,S&J Actv 22 inch Bypass Lopper 4822RSA,12.75900,19.65000,18.50000,DO NOT SELL THIS PRODUCT TO JUNIOR MEMBERS,20.0000,20.0000,EX TOOLS & EQUIPMENT,SPEAR & JACKSON,,,,,,5012095006039,,D56088,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3586247,S&J Hedge Shear,S&J Hedge Shear 8110Rs*,12.75900,19.65000,18.50000,,20.0000,20.0000,SECATEURS & LOPPERS,SPEAR & JACKSON,,,,,,5012095045359,REVIEW,D25620,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3586248,Block Paving Cleaner S&J,Block Paving Cleaner S&J 4859PC,3.25000,6.25000,0.00000,,20.0000,20.0000,OTHER TOOLS,SPEAR & JACKSON,,,,,,5012095078128,Decco,D59761,9.95000,Standard,,,,,30,,y,n,n,n,n,,n,
3586249,Digging Fork S&J,Digging Fork Spear & Jackson 4990NB/09,8.33000,17.05000,0.00000,,20.0000,20.0000,FORKS & SPADES,SPEAR & JACKSON,,,,,,5012095060918,Decco,D56077,19.96000,Standard,,,,,,,y,n,n,n,n,,n,
3586250,Hand Trowel S&J,Hand Trowel Spear & Jackson 4058NB/09,2.75000,4.25000,0.00000,,20.0000,20.0000,TROWELS & SCOOPS,SPEAR & JACKSON,,,,,,5012095060796,Decco,D56080,4.94000,Standard,,,,,1,,y,n,n,n,n,,n,
3586253,Soil Thermometer W1002,Soil Thermometer W1002,5.05000,7.80000,6.60000,,20.0000,20.0000,THERMO METERS ETC,GARLAND,,,,,,5031670510020,Garland Products Ltd.,W1002,13.50000,Standard,,,,,1,,y,n,n,n,n,,n,
3586255,Widger & Dibber,Widger & Dibber,1.83400,2.85000,0.00000,,20.0000,20.0000,OTHER TOOLS,BOSMERE,,,,,,5013554085206,Kings Seeds,45958,0.00000,Standard,,,,,40,,y,n,n,n,n,,n,
3586256,Hand Fork Wilkinson Sword,Hand Fork Wilkinson Sword Transplanter Classic 223233,4.79300,7.40000,6.95000,,20.0000,20.0000,FORKS & SPADES,WILKINSON SWORD,,,,,,5010624433066,DO NOT RESTOCK,,6.99000,Standard,,,,,,,y,n,n,n,n,,n,
3586257,Wire Tension Bolts x4,Wire Tension Bolts 16 inch pack of 4,1.03400,0.25000,1.50000,,20.0000,20.0000,EX WIRE FIXINGS,RAINBOW,,,,,,5011103021408,DO NOT RESTOCK,,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3586258,Wooden Wedge,Wooden Wedge,0.15000,0.25000,0.00000,,0.0000,20.0000,EX SUNDRIES,WRHS,,,,,,800000000197,WRHS,,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3586259,WRHS Jute Carry Bag,WRHS Jute Carry Bag,1.03400,1.60000,1.50000,,20.0000,20.0000,BAGS & TUBTRUGS,,,,,,,800000000199,Supreme Creations,,0.00000,Standard,,,,,25,,y,n,n,n,n,,n,
3586260,Agralan Portable Slug Trap,Agralan Portable Slug & Snail Trap,2.03400,1.50000,2.95000,,20.0000,20.0000,SLUG & SNAIL CONTROL,AGRALAN,,,,,,5019226001338,DO NOT RESTOCK,,0.00000,Standard,,,,,30,,y,n,n,n,n,,n,
3586261,Little Nipper Mouse Trap,Little Nipper Mouse Trap,0.51700,0.80000,0.00000,,20.0000,20.0000,RODENT CONTROL,,,,,,,800000000115,DO NOT RESTOCK,,0.00000,Standard,,,,,50,,y,n,n,n,n,,n,
3586262,Nippon Fly Paper 3 Trap Pack,Nippon Fly Paper 3 Trap Pack,0.69000,1.10000,0.00000,,20.0000,20.0000,TRAPS,NIPPON,,,,,,5012042040796,DO NOT RESTOCK,,0.00000,Standard,,,,,20,,y,n,n,n,n,,n,
3586263,Nippon Mouse Killer Bait Stn,Nippon Mouse Killer Bait Station,2.41400,3.75000,3.50000,,20.0000,20.0000,RODENT CONTROL,NIPPON,,,,,,5012042140328,REVIEW,,0.00000,Standard,,,,,51,,y,n,n,n,n,,n,
3586264,Alfalfa,Alfalfa,0.90000,1.35000,0.00000,,0.0000,0.0000,SEEDS GREEN MANURE,SUFFOLK HERBS,,,,,,5027559805028,Kings Seeds,80502,1.50000,Standard,,,,,,,y,n,n,n,n,,n,
3586265,Artichoke Green Globe,Artichoke Green Globe,0.90000,1.35000,1.35000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559101014,Kings Seeds,10101A,1.50000,Standard,,,,,,,y,n,n,n,n,,n,
3586266,Asparagus Pea,Asparagus Pea,1.17000,1.76000,1.80000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559103018,Kings Seeds,10301A,1.95000,Standard,,,,,,,y,n,n,n,n,,n,
3586267,Aubergine Long Purple,Aubergine Long Purple,0.90000,1.35000,1.35000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559104015,Kings Seeds,10401A,1.50000,Standard,,,,,,,y,n,n,n,n,,n,
3586268,Basil Sweet,Basil Sweet,0.87000,1.31000,1.35000,,0.0000,0.0000,SEEDS HERB,KINGS SEEDS,,,,,,5027559152061,Kings Seeds,15206A,1.45000,Standard,,,,,,,y,n,n,n,n,,n,
3586269,Beetroot Boltardy,Beetroot Boltardy Rhs Agm,0.78000,1.17000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559105029,Kings Seeds,10502A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586270,Beetroot Boldor F1,Beetroot Boldor F1,1.08000,1.62000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559105289,Kings Seeds,10528A,1.80000,Standard,,,,,,,y,n,n,n,n,,n,
3586271,Beet Cylindra,Beet Cylindra,0.78000,1.17000,1.50000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559105074,Kings Seeds,10507A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586272,Beet Leaf Perpetual Spinach,Beet Leaf Perpetual Spinach,0.75000,1.15000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559105173,Kings Seeds,10517A,1.25000,Standard,,,,,,,y,n,n,n,n,,n,
3586273,Beetroot Pablo F1 Rhs Agm,Beetroot Pablo F1 Rhs Agm,0.96000,1.44000,1.50000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559105265,Kings Seeds,10526A,1.60000,Standard,,,,,,,y,n,n,n,n,,n,
3586274,Beet Leaf Rainbow Chard,Beet Leaf Rainbow Chard,0.99000,1.49000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559105210,Kings Seeds,10521A,1.65000,Standard,,,,,,,y,n,n,n,n,,n,
3586275,Beet Leaf Rhubarb Chard,Beet Leaf Rhubarb Chard,0.87000,1.31000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559105159,Kings Seeds,10515A,1.45000,Standard,,,,,,,y,n,n,n,n,,n,
3586276,Beet Leaf Swiss Chard,Beet Leaf Swiss Chard,0.78000,1.17000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559105166,Kings Seeds,10516A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586278,Borecole Dwarf Green Curled,Borecole Dwarf Green Curled,0.78000,1.17000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559106026,Kings Seeds,10602A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586279,Kale Nero Di Toscana,Kale Nero Di Toscana,0.87000,1.31000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559106064,Kings Seeds,10606A,1.45000,Standard,,,,,,,y,n,n,n,n,,n,
3586280,Broccoli Purple Sprouting,Broccoli Purple Sprouting,0.78000,1.17000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559107023,Kings Seeds,10702A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586281,Cauliflower Romanesco,Cauliflower Romanesco,0.72000,1.08000,1.50000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559107047,Kings Seeds,10704A,1.20000,Standard,,,,,,,y,n,n,n,n,,n,
3586282,Broccoli Summer Purple,Broccoli Summer Purple,1.08000,1.62000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559107108,Kings Seeds,10710A,1.80000,Standard,,,,,,,y,n,n,n,n,,n,
3586283,Brussels Sprout Cascade F1,Brussels Sprout Cascade F1,1.65000,2.48000,2.50000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559108044,Kings Seeds,10804A,2.75000,Standard,,,,,,,y,n,n,n,n,,n,
3586284,Brussels Sprout Red Bull,Brussels Sprout Red Bull,0.99000,1.49000,1.50000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559108235,Kings Seeds,10823A,1.65000,Standard,,,,,,,y,n,n,n,n,,n,
3586285,Brussels Sprout Trafalgar F1,Brussels Sprout Trafalgar F1,1.77000,2.65000,2.70000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559108068,Kings Seeds,10806A,2.95000,Standard,,,,,,,y,n,n,n,n,,n,
3586286,Buckwheat,Buckwheat,0.90000,1.35000,1.35000,,0.0000,0.0000,SEEDS GREEN MANURE,SUFFOLK HERBS,,,,,,5027559805066,Kings Seeds,80506,1.50000,Standard,,,,,,,n,n,n,n,n,,n,
3586287,Cabbage Greyhound Rhs Agm,Cabbage Greyhound Rhs Agm,0.78000,1.17000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559109119,Kings Seeds,10911A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586288,Cabbage Hispi F1 Rhs Agm,Cabbage Hispi F1 Rhs Agm,1.65000,2.48000,2.50000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559109140,Kings Seeds,10914A,2.75000,Standard,,,,,,,y,n,n,n,n,,n,
3586289,Cabbage Candissa F1,Cabbage Candissa F1 Rhs Agm,1.47000,2.21000,2.25000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559109386,Kings Seeds,10938A,2.45000,Standard,,,,,,,y,n,n,n,n,,n,
3586290,Cabbage Durham Early,Cabbage Durham Early,0.72000,1.08000,1.15000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559109027,Kings Seeds,10902A,1.20000,Standard,,,,,,,y,n,n,n,n,,n,
3586291,Cabbage Holland Late Winter,Cabbage Holland Late Winter,0.99000,1.49000,1.50000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559109294,Kings Seeds,10929A,1.65000,Standard,,,,,,,y,n,n,n,n,,n,
3586292,Cabbage January King 3 Rhs A,Cabbage January King 3 Rhs Agm,0.78000,1.17000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559109300,Kings Seeds,10930A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586294,Cabbage Red Drumhead,Cabbage Red Drumhead,0.81000,1.22000,1.15000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559109348,Kings Seeds,10934A,1.35000,Standard,,,,,,,y,n,n,n,n,,n,
3586295,Cabbage Stonehead F1 Rhs Agm,Cabbage Stonehead F1 Rhs Agm,1.65000,2.48000,2.50000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559109256,Kings Seeds,10925A,2.75000,Standard,,,,,,,y,n,n,n,n,,n,
3586296,Cabbage Tundra F1 Rhs Agm,Cabbage Tundra F1 Rhs Agm,1.65000,2.48000,2.50000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559109331,Kings Seeds,10933A,2.75000,Standard,,,,,,,y,n,n,n,n,,n,
3586297,Calabrese Green Magic F1 Rhs,Calabrese Green Magic F1 Rhs Agm,1.50000,2.25000,2.25000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559110108,Kings Seeds,11010A,2.50000,Standard,,,,,,,y,n,n,n,n,,n,
3586298,Calabrese Green Sprouting,Calabrese Green Sprouting,0.78000,1.17000,1.15000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559110016,Kings Seeds,11001A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586299,Calabrese Marathon F1,Calabrese Marathon F1,1.20000,1.80000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559110085,Kings Seeds,11008A,2.00000,Standard,,,,,,,y,n,n,n,n,,n,
3586300,Carrot Amsterdam Forcing Rh,Carrot Amsterdam Forcing Rhs Agm,0.78000,1.17000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559111013,Kings Seeds,11101A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586301,Carrot Autumn King 2,Carrot Autumn King 2,0.78000,1.17000,1.20000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559111037,Kings Seeds,11103A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586302,Carrot Early Nantes 2,Carrot Early Nantes 2,0.75000,1.13000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559111099,Kings Seeds,11109A,1.25000,Standard,,,,,,,y,n,n,n,n,,n,
3586303,Carrot Flyaway F1,Carrot Flyaway F1,1.47000,2.21000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559111228,Kings Seeds,11122A,2.45000,Standard,,,,,,,y,n,n,n,n,,n,
3586304,Carrot Mixed,Carrot Mixed,1.41000,2.12000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559111280,Kings Seeds,11128A,2.35000,Standard,,,,,,,y,n,n,n,n,,n,
3586305,Carrot Sugarsnax F1 Rhs Agm,Carrot Sugarsnax F1 Rhs Agm,1.26000,1.89000,1.90000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559111273,Kings Seeds,11127A,2.10000,Standard,,,,,,,y,n,n,n,n,,n,
3586306,Cauliflower Igloo,Cauliflower Igloo,0.93000,1.40000,1.35000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559112300,Kings Seeds,11230A,1.55000,Standard,,,,,,,y,n,n,n,n,,n,
3586307,Cauliflower Snow March F1,Cauliflower Snow March F1,1.17000,1.76000,1.80000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559112201,Kings Seeds,11220A,1.95000,Standard,,,,,,,y,n,n,n,n,,n,
3586308,Cauliflower Aalsmeer Rhs Agm,Cauliflower Aalsmeer Rhs Agm,1.02000,1.53000,1.50000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559112324,Kings Seeds,11232A,1.70000,Standard,,,,,,,y,n,n,n,n,,n,
3586309,Cauliflower All Year Round,Cauliflower All The Year Round,0.78000,1.17000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559112010,Kings Seeds,11201A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586310,Cauliflower Autumn Giant,Cauliflower Autumn Giant,0.78000,1.17000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559112027,Kings Seeds,11202A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586311,Celeriac Giant Prague,Celeriac Giant Prague,0.75000,1.13000,1.15000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559113024,Kings Seeds,11302A,1.25000,Standard,,,,,,,y,n,n,n,n,,n,
3586312,Celery Golden Self Blanchin,Celery Golden Self Blanching,0.78000,1.17000,1.15000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559114045,Kings Seeds,11404A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586313,Celery Giant Red,Celery Giant Red,1.17000,0.99000,0.90000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559114014,Kings Seeds,11401A,1.10000,Standard,,,,,,,y,n,n,n,n,,n,
3586314,Celery Victoria F1 Rhs Agm,Celery Victoria F1 Rhs Agm,0.66000,1.76000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559114069,Kings Seeds,11406A,1.95000,Standard,,,,,,,y,n,n,n,n,,n,
3586315,Coriander Leisure Leafy,Coriander Leisure Leafy,0.87000,1.31000,0.00000,,0.0000,0.0000,SEEDS HERB,KINGS SEEDS,,,,,,5027559152160,Kings Seeds,15216A,1.45000,Standard,,,,,,,y,n,n,n,n,,n,
3586316,Courgette Zucchini,Courgette Zucchini,0.87000,1.31000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559118050,Kings Seeds,11805A,1.45000,Standard,,,,,,,y,n,n,n,n,,n,
3586317,Courgette All Green Bush,Courgette All Green Bush,0.90000,1.35000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559118012,Kings Seeds,11801A,1.50000,Standard,,,,,,,y,n,n,n,n,,n,
3586318,Courgette Atena Polka,Courgette Atena Polka,1.20000,1.80000,1.80000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559118142,Kings Seeds,11814A,2.00000,Standard,,,,,,,y,n,n,n,n,,n,
3586319,Courgette Defender F1 Rhs Ag,Courgette Defender F1 Rhs Agm,1.26000,1.89000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559118081,Kings Seeds,11808A,2.10000,Standard,,,,,,,y,n,n,n,n,,n,
3586320,Courgette Floridor F1,Courgette Floridor F1,1.65000,2.48000,2.50000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559118104,Kings Seeds,11810A,2.75000,Standard,,,,,,,y,n,n,n,n,,n,
3586321,Courgette Midnight F1,Courgette Midnight F1,1.50000,2.25000,2.25000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559118128,Kings Seeds,11812A,2.50000,Standard,,,,,,,y,n,n,n,n,,n,
3586323,Cress Fine Curled,Cress Fine Curled,0.63000,0.95000,0.90000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559119026,Kings Seeds,11902A,1.05000,Standard,,,,,,,y,n,n,n,n,,n,
3586324,Crimson Clover,Crimson Clover,0.90000,1.35000,1.35000,,0.0000,0.0000,SEEDS GREEN MANURE,SUFFOLK HERBS,,,,,,5027559805080,Kings Seeds,80508,1.50000,Standard,,,,,,,y,n,n,n,n,,n,
3586325,Cucumber Telegraph Improved,Cucumber Telegraph Improved,1.17000,1.76000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559120107,Kings Seeds,12010A,1.95000,Standard,,,,,,,y,n,n,n,n,,n,
3586326,Cucumber Burpless Tasty Gn,Cucumber Burpless Tasty Green F1,1.02000,1.53000,1.50000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559120121,Kings Seeds,12012A,1.70000,Standard,,,,,,,y,n,n,n,n,,n,
3586327,Cucumber Crystal Lemon,Cucumber Crystal Lemon,0.90000,1.35000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559120077,Kings Seeds,12007A,1.50000,Standard,,,,,,,y,n,n,n,n,,n,
3586328,Cucumber Femspot F1,Cucumber Femspot F1,1.68000,2.52000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559120206,Kings Seeds,12020A,2.80000,Standard,,,,,,,y,n,n,n,n,,n,
3586329,Cucumber Gherkin.,Cucumber Gherkin.,0.75000,1.13000,1.15000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559120084,Kings Seeds,12008A,1.25000,Standard,,,,,,,y,n,n,n,n,,n,
3586330,Cucumber La Diva,Cucumber La Diva,1.20000,1.80000,1.80000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559120176,Kings Seeds,12017A,2.00000,Standard,,,,,,,y,n,n,n,n,,n,
3586331,Cucumber Passandra F1,Cucumber Passandra F1,2.07000,3.11000,3.15000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559120053,Kings Seeds,12005A,3.45000,Standard,,,,,,,y,n,n,n,n,,n,
3586332,Brussles Spr Evesham Special,Brussles Sprout Evesham Special,1.00000,1.30000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559108013,Kings Seeds,D10801A,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3586333,Gourd Butternut,Gourd Butternut,0.78000,1.17000,1.05000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559123016,Kings Seeds,12301A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586334,Squash Turks Turban,Squash Turks Turban,0.78000,1.17000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559123092,Kings Seeds,12309A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586337,Leek Giant Winter,Leek Giant Winter,0.90000,1.35000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559125034,Kings Seeds,12503A,1.50000,Standard,,,,,,,y,n,n,n,n,,n,
3586338,Leek Jolant,Leek Jolant,1.05000,1.58000,1.60000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559125188,Kings Seeds,12518A,1.75000,Standard,,,,,,,y,n,n,n,n,,n,
3586339,Leek Lyon,Leek Lyon,0.75000,1.13000,1.15000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559125102,Kings Seeds,12510A,1.25000,Standard,,,,,,,y,n,n,n,n,,n,
3586340,Leek Musselburgh,Leek Musselburgh,0.78000,1.17000,1.15000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559125065,Kings Seeds,12506A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586341,Lettuce Little Gem Cos,Lettuce Little Gem Cos Rhs Agm,0.63000,0.95000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559126246,Kings Seeds,12624A,1.05000,Standard,,,,,,,y,n,n,n,n,,n,
3586342,Lettuce Lobjoits Cos,Lettuce Lobjoits Cos Rhs Agm,0.69000,1.03000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559126277,Kings Seeds,12627A,1.15000,Standard,,,,,,,y,n,n,n,n,,n,
3586343,Lettuce Lollo Rossa,Lettuce Lollo Rossa Rhs Agm,0.75000,1.13000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559126437,Kings Seeds,12643A,1.25000,Standard,,,,,,,y,n,n,n,n,,n,
3586344,Lettuce Saladin,Lettuce Saladin,0.75000,1.13000,1.10000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559126192,Kings Seeds,12619A,1.25000,Standard,,,,,,,y,n,n,n,n,,n,
3586345,Lettuce Webbs Wonderful,Lettuce Webbs Wonderful,0.75000,1.13000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559126215,Kings Seeds,12621A,1.25000,Standard,,,,,,,y,n,n,n,n,,n,
3586346,Lettuce All Year Round,Lettuce All Year Round,0.78000,1.17000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559126017,Kings Seeds,12601A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586347,Lettuce Arctic King,Lettuce Arctic King,0.78000,1.17000,0.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559126383,Kings Seeds,12638A,1.30000,Standard,,,,,,,y,n,n,n,n,,n,
3586348,Lettuce Great Lakes,Lettuce Great Lakes,0.75000,1.13000,1.15000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,5027559126147,Kings Seeds,,1.25000,Standard,,,,,,,y,n,n,n,n,,n,
3586349,Lettuce Iceberg 4,Lettuce Iceberg 4,0.66000,0.99000,1.00000,,0.0000,0.0000,SEEDS VEGETABLE,KINGS SEEDS,,,,,,800000000111,Kings Seeds,12615,1.10000,Standard,,,,,,,y,n,n,n,n,,n,
